entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;mano_obra;expediente-numero;financiamiento
La Transformación no Para;Hospital Muñiz;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;plan veredas;;4;parque patricios;monastero y uspallata;2022-03-17;2022-05-16;1;100;DEJESUS;;;;;25;;Mixto / CAF / Nación / GCBA
La Transformación no Para;Hospital Moyano ;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;plan veredas;;4;barracas;av. suarez;2022-03-21;2022-05-24;1;100;MARCALBA;;;;;76;;Mixto Nación / Préstamo BID AR-L1260
La Transformación no Para;Policlínico Bancario;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;plan veredas;;6;caballito;donato alvarez y gaona;2022-03-28;2022-06-13;2;100;NAKU;;;;30575292174;73;;GCBA
La Transformación no Para;Cementerio de la Chacarita;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;plan veredas;;15;paternal;av. guzman 680;2022-03-22;2022-06-16;1;100;MIAVASA;;;;30677303863;62;;Mixto Nación / Préstamo BID AR-L1260
La Transformación no Para;MTB Juan B. Justo;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;pintura de cordones, bordes de rampas, islas y botazos;;15;paternal;estaciones entre liniers y juan b justo;2022-03-21;2022-05-02;2;100;S.E.S.;;;;;43;;Mixto / Nación / Préstamo BIRF 8706-AR
La Transformación no Para;Cildañez;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;limpieza. retiro de sedimentos;31950924.50;10;mataderos;cuenca matanza-riachuelo;2022-03-22;2022-04-30;1;100;SACH-ALEMARSA Y RECONSTRUCCIÓN DE CAÑOS;2022;Licitación Pública;;;38;;Nación
Nodos Camino de Sirga;Nodos Camino de Sirga;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;vias peatonales;52276718.96;4;cuenca matanza- riachuelo;incluye territorios de catorce municipios provinciales junto a las comunas 4, 7, 8 y 9 de caba;2022-04-11;2022-09-30;5,5;100;URBASER;2022;Contratación de varias empresas;;30715029797;57;;GCBA / FoDUS
Centro Verde;Centro verde Balbastro y De la Rosa;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;provisión e instalación de bocas de incendio, sistema de bombeo y rociadores.;"39988126.29
 9330084.51";7;flores;balbastro 3209, josé de la rosa 6245;2022-01-10;2022-04-27;3;100;EVESSA S.R.L.;2022;Licitación Pública;7162-0768-LPU21;30714846406;53;7162-0768-LPU21;Mixto / CAF / Nación / GCBA
Plan Casco Histórico;Estados Unidos (e/ Defensa y Perú);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;recolocacion de adoquín;17821912.00;1;san telmo;estados unidos 400-600;2022-01-17;2022-03-11;2;100;SEOB;2022;Licitación Pública de etapa múltiple;648/SIGAF/2018;33-69284997-9;57;648-SIGAF-2018;GCBA / FoDUS
Plan Casco Histórico;Carlos Calvo (e/ Defensa y Perú);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;mantenimiento parcial recolocación de adoquín;9729192.00;1;san telmo;carlos calvo 400-600;2022-01-17;2022-04-08;3;100;BETTON;2022;Licitación Pública de etapa múltiple;648/SIGAF/2018;30-57834108-7;72;648-SIGAF-2018;Mixto / Nación / Préstamo BIRF 8706-AR
Plan Casco Histórico;Contracarril Av Belgrano;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;demarcación del contracarril, doble amarilla y simbología;3467548.00;1;monserrat;av belgrano 200-400;2022-01-27;2022-03-03;1;100;CLEANOSOL;2022;Licitación Pública de etapa múltiple;21-SIGAF/2018;30-50491289-9;78;21-SIGAF-2018;Mixto / Nación / Préstamo BIRF 8706-AR
Plan Casco Histórico ;Fachada Farmacia La Estrella;Finalizada;Arquitectura;Ministerio de Espacio Público e Higiene Urbana;"la intervención proyectada se basa, principalmente, en un criterio de conservación, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos.
la conservación de la fachada comprende el retiro de todos elementos no originales de la misma, la recuperación de las terminaciones y la reposición de los elementos ornamentales perdidos y el tratamiento y conservación de los existentes, teniendo en cuenta la verificación de la estabilidad de los mismos.";13278300.82;1;monserrat;defensa 201;2021-05-20;2021-11-04;4;100;ESTUDIO INGENIERO VILLA;2021;Licitación Pública;N°1/SIGAF/2021;30707977481;28;N°1-SIGAF-2021;GCBA / FoDUS
La Transformación no Para;Plaza Escudero;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;veredas. 350m2 intervenidos;;12;saavedra;av garcía del río y melián;2022-03-29;2022-04-09;;100;;;;;;36;;GCBA
La Transformación no Para;PBN Dorrego;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;reparación de vigas;;15;villa crespo;av dorrego 450;2022-03-28;2022-03-31;;100;Garbin;;;;;67;;Nación
La Transformación no Para;MTB C.T. Norte;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;pintura de cordones, bordes de rampas, islas y botazos;;13;colegiales;jorge newbery, gorostiaga, olleros, palpa, aguilar, céspedes;2022-03-21;2022-03-31;;100;Grupo Varsovia;;;;;71;;GCBA
La Transformación no Para;MTB 9 de Julio;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;pintura de cordones, bordes de rampas, islas y botazos;;1;retiro;santa fe, cordoba, obelisco sur, juan  d perón;2022-03-21;2022-04-18;;100;L.X.;;;;;57;;Mixto Nación / Préstamo BID AR-L1260
La Transformación no Para;MTB del bajo;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;pintura de cordones, bordes de rampas, islas, botazos y cableados.;;1;retiro;av paseo colón;2022-03-21;2022-04-18;;100;La Mantovana Servicios Generales;;;;;30;;Internacional
La Transformación no Para;Calle Pilar;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;asfalto;;9;mataderos;pilar 1100-1700;2022-03-30;2022-04-04;;100;INGEVIAL;;;;;77;;Mixto / Nación / GCBA
La Transformación no Para;Calle Junin;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;asfalto;;3;balvanera;junin 0-800;2022-03-14;2022-04-04;;100;CONSTRUMEX;;;;;38;;Nación / Fuente 14
Continuación de Formosa y Av La Plata;Formosa y Senillosa;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;pluviales;;6;caballito;formosa y senillosa;;2022-04-20;;100;RECONSTRUCCIÓN CAÑOS;;;;;29;;Mixto / CAF / Nación / GCBA
Plazas y Parques de Comuna 4;Parque Patricios Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;indeterminado;16458999.00;4;parque patricios;indeterminado;2018-11-26;2019-02-06;3;100;INDALTEC;;;;;59;;Mixto / Nación / GCBA
Plazas y Parques de Comuna 5;Plaza Almagro Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;indeterminado;18543349.00;5;almagro;indeterminado;2018-10-17;2019-01-01;3;100;CASA MACCHI;;;;;26;;GCBA / FoDUS
Plazas y Parques de Comuna 8;Plaza Democracia Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;indeterminado;15988033.00;8;villa lugano;indeterminado;2018-11-14;2019-02-28;2;100;ZONA VERDE;;;;;78;;GCBA
Plazas y Parques de Comuna 9;Parque Alberdi Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;indeterminado;20778883.00;9;mataderos;indeterminado;2018-11-27;2019-03-11;4;100;ZONA VERDE;;;;;67;;Internacional
Plazas y Parques de Comuna 13;Parque Paseo de las Américas Patio de Juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;indeterminado;19199558.00;13;belgrano;indeterminado;2018-11-14;2019-02-11;3;100;PARQUIZAR;;;;;68;;Internacional
Playón de Chacarita;Barrio Fraga: Infraestructura ejes principales;Finalizada;Hidráulica e Infraestructura;Instituto de la Vivienda;infraestructura en el barrio histórico en ejes principales (palpa y guevara) y secundarios . incluye red de agua, red cloacal, pluvial, electricidad, luminaria y espacio público.;128466840.00;15;chacarita;fraga y garcia, teodoro;2022-02-21;2022-10-28;8;100;Ilubaires S.A;2019;Licitación Pública;LP57/19;30693811860;25;LP57-19;GCBA
Barrio 31;Barrio 31: YPF 3;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;"construcción de vivienda nueva, infraestructura y espacio público para mejorar las condiciones de habitabilidad de las familias afectadas por las obras de infraestructura y las aperturas de calle.  en esta línea se encuentra la construcción de viviendas nueva ypf etapa 3; infraestructura básica en calle evita, costo de mudanzas, escrituras y agrimensores";1276000000.01;1;retiro;av. pres. ramón castillo 10, buenos aires;2022-04-18;2024-04-25;10;100%;BRICONS;2021;Licitación Pública;1177-SIGAF/21;30541068151;30;1177-SIGAF-21;Mixto / Nación / Préstamo BIRF 8706-AR
Barrio 31;Barrio 31: EEPP BA;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;"construcción de  equipamiento, calles, veredas, alumbrado público y equipamientos en las manzanas 33, 32, 2, 15b, g1, 99, 99b a f y 102; y de forma completa de las manzanas 34, 36, 35 a y b, 2b y 99 a y  sus zonas aledañas. comprende un recorrido lineal que coserá el desarrollo de actividades cívicas, recreativas, culturales y económicas, a partir de la instalación de mobiliario urbano.";259001236.43;1;retiro;av. pres. ramón castillo 10, buenos aires;2021-05-05;2022-12-30;19;100;ALGIERI S.A.;2020;Licitación Pública;221/SIGAF/21;30699339810;15;221-SIGAF-21;Mixto / Nación / Préstamo BIRF 8706-AR
Barrio 31;Barrio 31: Baja tensión;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;construcción de la infraestructura de la red de baja tensión para seguir avanzando con la formalización del barrio 31.;53306488.16;1;retiro;av. pres. ramón castillo 10, buenos aires;2022-01-13;2022-05-30;4;100;DASA S.A.;2021;Licitación Pública;10209-0049-LPA21;30711014175;9;10209-0049-LPA21;GCBA / FoDUS
Barrio 31;Barrio 31: Baja tensión ;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;construcción de la infraestructura de la red de baja tensión para seguir avanzando con la formalización del barrio 31.;;1;retiro;av. pres. ramón castillo 10, buenos aires;2022-03-07;2022-06-30;3;100;DASA S.A.;;;;;9;;Mixto / Nación / GCBA
Barrio 31;Barrio 31: Conexiones domiciliarias de agua;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;construcción de la infraestructura básica de agua para seguir avanzando con la formalización del barrio 31.;74555977.39;1;retiro;av. pres. ramón castillo 10, buenos aires;2021-10-25;2022-03-07;3;100;CIS S.R.L.;2022;Licitación Pública;1177-SIGAF-2021;30710393881;6;1177-SIGAF-2021;Internacional
Barrio 31;Barrio 31: Conexiones domiciliarias de agua;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;construcción de la infraestructura básica de agua para seguir avanzando con la formalización del barrio 31.;51526667.37;1;retiro;av. pres. ramón castillo 10, buenos aires;2022-03-01;2022-07-15;4;100;BENCEN S.R.L;2022;Licitación Pública;1177-SIGAF-2021;30712536809;6;1177-SIGAF-2021;Mixto / Nación / GCBA
Barrio 31;Barrio 31: Conexiones domiciliarias de agua;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;construcción de la infraestructura básica de agua para seguir avanzando con la formalización del barrio 31.;77543885.25;1;retiro;av. pres. ramón castillo 10, buenos aires;2022-04-05;2022-07-15;3;100;DASA S.A.;2022;Licitación Pública;1177-SIGAF-2021;30711014175;6;1177-SIGAF-2021;Mixto / CAF / Nación / GCBA
Acumar;Camino de Sirga IV;Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;el proyecto contempla la recuperación de la tenencia de los predios linderos al riachuelo, la limpieza y adecuación de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. el camino se ejecuta en granitullo sobre losa de hormigón, excepto donde existe previamente un pavimento en buen estado de conservación que ameritó su conservación.;88626475;4;barracas y nueva pompeya;margen izquierdo del riachuelo entre las avenidas sáenz y vieytes;2021-12-01;2023-03-31;16;60;URBASER - SEOB;2021;Licitación Pública;10179-0012-LPU21;30714682489;30;10179-0012-LPU21;Nación
Metrobus;Metrobus del Bajo etapa II - Entorno ;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;el proyecto tiene como fin extender el metrobus del bajo hasta la boca conectando el sur de la ciudad.;744537359.10;4 y 1;la boca y san telmo;independencia av. y paseo colon av.;10/21;01/23;13;96;"– UT - URBASER ARGENTINA S.A. -
SEOB S.A. - SALVATORI S.A. PARQUES Y JARDINES";2021;Licitación Pública;" 10179-0007-LPU21
";30717355144;54;" 10179-0007-LPU21
";Internacional
Patio de Juegos;Arenales;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;11;villa devoto;mercedes - bahia blanca - nueva york - pareja;;;;100;;;;;;46;;Nación / Fuente 11
Patio de Juegos;Noruega;En ejecución;;Subsecretarí­a de Gestión Comunal;indeterminado;;13;belgrano;ciudad de la paz - amenabar - mendoza - juramento;;;;;;;;;;66;;Mixto / CAF / Nación / GCBA
Patio de Juegos;Alberti;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;13;belgrano;ciudad de la paz - amenabar - mendoza - juramento;;;;100;;;;;;71;;Mixto / Nación / Préstamo BIRF 8706-AR
Patio de Juegos;Chile;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;14;palermo;indeterminado;;;;100;;;;;;15;;Nación / Fuente 14
Patio de Juegos;Egipto;En ejecución;;Subsecretarí­a de Gestión Comunal;indeterminado;;14;palermo;indeterminado;;;;;;;;;;34;;Mixto / CAF / Nación / GCBA
Patio de Juegos;Benito Nazar;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;15;villa crespo;virasoro, valentin - figueroa, apolinario, cnel. - olaya - antezana;;;;100;;;;;;25;;Nación
Patio de Juegos;Malaver;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;15;villa ortuzar;montenegro - estomba - girardot - heredia;;;;100;;;;;;62;;Internacional
Complejos Habitacionales;Barrio Obrero;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;8;villa lugano;castañares av y piedrabuena av.;;;;100;;;;;;24;;Mixto / Nación / GCBA
Complejos Habitacionales;Soldati;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;8;villa soldati;acosta, mariano 3495;;;;100;;;;;;58;;Nación
Complejos Habitacionales;Illia II;Finalizada;;Subsecretarí­a de Gestión Comunal;indeterminado;;7;parque chacabuco;perito moreno av. y bonorino coronel esteban av.;;;;100;;;;;;72;;Mixto / Nación / GCBA
Barrio 31;Creacio?n de Espacio Urbano bajo Autopista en el Barrio 31;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;creación de espacio urbano bajo autopista, barrio 31, retiro, ciudad autónoma de buenos aires;346549825.00;1;retiro;islas galápagos y huemul;2019-07-04;2021-12-27;30;100;Demoliciones Mitre SRL;2019;Licitación Pública;9.215/SIGAF/2019;30657536551;25;9-215-SIGAF-2019;Mixto / Nación / GCBA
Barrio 31;Generacio?n de Aperturas de Calles y Nueva Calle N° 14, Barrio 31 Carlos Mu?gica;Finalizada;Hidráulica e Infraestructura/ Espacio Público;Ministerio de Desarrollo Humano y Hábitat;generacion de aperturas de calles y nueva calle n°14 - barrio 31 - carlos mugica - retiro - buenos aires - licitacion publica nacional n° 504/sigaf/19;148537096.51;1;retiro;acceso desde el barrio saldías y calle salguero;2020-01-02;2022-02-28;26;91;UTE ALTOTE y Bosquimano SA;2019;Licitación Pública;504-SIGAF-2019;30716685361;30;504-SIGAF-2019;Mixto / Nación / Préstamo BIRF 8706-AR
Barrio 31;Espacio Público Scholas;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;retiro de traslado de tierra y red fina y cloacal lindera mza 104;5259204.00;1;retiro;colibrí 2002;2018-01-17;2018-08-17;7;100;Algieri ;2018;Licitación Pública;;30699339810;15;;Internacional
Barrio 31;"Ejecución, rehabilitación y mantenimiento de viviendas del Barrio 31, Sector 1: “Cristo Obrero 1”, Sector 2 “Comunicaciones” y Sector 3: ""YPF""";Desestimada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"“ejecución, rehabilitación y mantenimiento de viviendas del barrio 31 de la ciudad de buenos aires. cristo obrero 1” 
“ejecución, rehabilitación y mantenimiento de viviendas del barrio 31 de la ciudad de buenos aires - ypf""";448911469.00;1;retiro;indeterminado;2018-07-11;;8;23,5;BLUE STEEL S.A. ;2022;Licitación Pública;;30709422967;35;;GCBA
Barrio 31;Ejecucion, rehabilitacion y mantenimiento de viviendas del Barrio 31 de la Ciudad de Buenos Aires-Etapa II;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;“ejecución, rehabilitación y mantenimiento de viviendas del barrio 31 de la ciudad de buenos aires. etapa 2. lote n°1.”;529648860.37;1;retiro;quetzal 772;2020-01-27;2022-09-27;8;100%;"VILLAREX S.A.
BOSQUIMANO S.A.
DESARROLLADORA LOS TILOS S.A.";2019;Licitación Pública;443-SIGAF-2019;"30712097996
30711470022
30710622848
";18;443-SIGAF-2019;Mixto / CAF / Nación / GCBA
Barrio 31;Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Segunda Etapa. Sector 1 Entorno Cancha 9, Sector 2 Perette y Sector 3 Calle Avellaneda;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""ejecución, rehabilitación y mantenimiento de fachas, medianeras y cubiertas del barrio 31. segunda etapa.""";58966693.39;1;retiro;carlos h perette 648;2018-06-29;2019-10-29;12;100;"VILLAREX S.A. 
DILTHEY S.A.";2018;Licitación Pública;397-SIGAF-2019;"30712097996
30711331847
";52;397-SIGAF-2019;Mixto / Nación / GCBA
Barrio 31;Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Tercera Etapa. Sector 1 Entorno Calle y Plaza Los Lápices, Sector 2 Plaza Ledesma;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""ejecución, rehabilitación y mantenimiento de fachas, medianeras y cubiertas del barrio 31. tercera etapa""";158805663.00;1;retiro;sara beatriz fernández 531;2018-09-21;2020-01-09;12;100;DILTHEY S.A.;2019;Licitación Pública;;30711331847;13;;Nación
Barrio 31;Ejecución, Rehabilitación y mantenimiento de fachas, medianeras y cubiertas del Barrio 31. Tercera Etapa. Sector Turucmanos y Sector Playón Oeste;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""ejecución, rehabilitación y mantenimiento de fachadas, medianeras y cubiertas del barrio 31, ciudad autónoma de buenos aires""";80816340.88;1;retiro;mochica 1263;2019-01-07;2021-06-02;10;100;"BOSQUIMANO S.A
VILLAREX S.A.";2018;Licitación Pública;387-SIGAF-2018;"30711470022
30712097996
";27;387-SIGAF-2018;Mixto / Nación / GCBA
Barrio 31;Ejecucio?n, Rehabilitacio?n y Mantenimiento de Fachadas, Medianeras y Cubiertas del Barrio 31, Ciudad Auto?noma de Buenos Aires – Etapa V;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""ejecución, rehabilitación y mantenimiento de fachadas, medianeras y cubiertas del barrio 31, ciudad autónoma de buenos aires. 5""";192042442.00;1;retiro;vicuña 1480;2019-06-18;2022-01-26;12;100;KIR CONSTRUCCIONES SRL;2018;Licitación Pública;645-SIGAF-2018;30702232046;37;645-SIGAF-2018;Mixto / Nación / GCBA
Barrio 31;Ejecucio?n, Rehabilitacio?n y Mantenimiento de Fachadas, Medianeras y Cubiertas del Barrio 31, Ciudad Auto?noma de Buenos Aires – Etapa 5 – segunda parte;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;"""ejecución, rehabilitación y mantenimiento de fachadas, medianeras y cubiertas del barrio 31, ciudad autónoma de buenos aires. 5. segunda etapa""";754733305.78;1;retiro;sara beatriz fernández 1068;2019-11-04;2020-08-04;9;100%;"KIR CONSTRUCCIONES SRL
VILLAREX S.A.
BOSQUIMANO S.A.
DESARROLLADORA LOS TILOS S.A.";2019;Licitación Pública;397-SIGAF-2019;"30702232046
30712097996
30711470022
30710622848
";39;397-SIGAF-2019;Nación / Fuente 14
Barrio 31;Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 3, Sector Bajo Autopista;Desestimada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;“ejecucion, rehabilitacion y mantenimiento de viviendas del barrio 31, ciudad autónoma de buenos aires - etapa um 3 (ba)”;235847220.00;1;retiro;indeterminado;2021-07-26;;12;40.78;"VILLAREX S.A.
DEMOLICIONES MITRE S.R.L.";2021;Licitación Pública;;"30712097996
30657536551
";20;;Nación
Barrio 31;Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 4, Sector Bajo Autopista;Desestimada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;ejecucion, rehabilitacion y mantenimiento de viviendas del barrio 31, ciudad autónoma de buenos aires - etapa um 4 (ba)”;238233196.00;1;retiro;indeterminado;2021-07-26;;12;42.60;"VILLAREX S.A.
DEMOLICIONES MITRE S.R.L.";2021;Licitación Pública;;"30712097996
30657536551
";20;;Internacional
Barrio 31;Ejecucio?n, Rehabilitacio?n y Mantenimiento de viviendas del Barrio 31, Etapa UM 5, Sector Bajo Autopista;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;“ejecución, rehabilitación y mantenimiento de viviendas del barrio 31, ciudad autónoma de buenos aires - etapa um 5 (ba)”;81475981.00;1;retiro;alpaca 620;2021-07-22;2022-08-09;12;100;BLUE STEEL S.A. ;2021;Licitación Pública;33-SIGAF-2021;30709422967;10;33-SIGAF-2021;GCBA
Barrio 31;Centro Luz Esperanza;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;centro ‘luz esperanza’, barrio 31, ciudad autonoma de buenos aires”;22816338.77;1;retiro;talampaya y calchaquíes;2018-10-08;2019-07-05;9;100;Cooperativa de Trabajo Greti Limitada;2018;Licitación Pública;356-SIGAF/18;30710961634;20;356-SIGAF-18;GCBA / FoDUS
Complejo Teatral;Cine Teatro el Plata;Finalizada;Arquitectura;Ministerio de Cultura;recuperar un espacio de gran relevancia para la comunidad de mataderos, con una propuesta programática de calidad a cargo del ctba extendiendo su alcance territorial. asimismo, existirá una oferta de formación abierta al público y actividades culturales en vinculación con instituciones educativas.;;9;mataderos;av. juan bautista alberdi 5765;;1905-07-13;;100;;;;;;32;;Internacional
Complejo Teatral;Teatro San Martín;Finalizada;Arquitectura;Ministerio de Cultura;reapertura y puesta en valor del teatro san martín luego de una importante obra;;1;san nicolás;av. corrientes 1530;;1905-07-09;;100;;;;;;15;;GCBA
Espacio Público;Abasto Barrio Cultural;Finalizada;Arquitectura;Ministerio de Cultura;el abasto es un centro natural de la cultura independiente. el proyecto busca fortalecer el circuito cultural ya existente expandiendo su oferta al espacio público, a través de un proyecto integral de desarrollo urbano, económico y cultural.;122000000.00;3;balvanera;agüero entre j.d.perón y zelaya / zelaya entre agüero y jean jaures / jean jaures entre tucumán y lavalle / jean jaures entre valentín gomez y j.d.perón / sarmiento entre jean jaures y agüero;2022-09-10;2023-04-30;7,733333333;0;-;-;-;-;-;34;-;Mixto / Nación / Préstamo BIRF 8706-AR
Museo Moderno;Obras en Museo Moderno;Finalizada;Arquitectura;Ministerio de Cultura;reinauguracion del museo moderno luego de obras de ampliacion del edificio de 11.000 metros cuadrados;;1;san telmo;av. san juan 350;;;;100;;;;;;17;;Nación / Fuente 11
Centros Culturales Metropolitanos;Centro Cultural Recoleta;Finalizada;Arquitectura;Ministerio de Cultura;puesta en valor y adaptación del edificio del recoleta para que sea capaz de recibir y alojar a todas las nuevas escenas culturales que están vivas en la ciudad. se construyeron espacios dedicados de forma permanente a los adolescentes, al hip-hop, una sala de dibujo, una zona de estudio, un espacio de ocio y recreación, y una tienda de diseño argentino contemporáneo, además de remodelar la terraza, el cine, el laboratorio musical, el centro de investigación, la residencia para artistas, la capilla y las salas de exhibición dedicadas a las artes visuales.;"- Monto de contrato  108808255.86
 Adicionales: BED 1-2-3-4 y 5:  11330095.03";2;recoleta;junín 1930;2018-11-10;2018-12-20;12;100;INAPCON SA;2017;Licitación Pública;LPN°1223-SIGAF-2017;30677124411;12;LPN°1223-SIGAF-2017;Mixto / Nación / GCBA
Bibliotecas;Parque de la Estación;Finalizada;Arquitectura;Ministerio de Cultura;puesta en valor de 8.342 metros cuadrados de espacio público y construccion de la nueva biblioteca parque de la estación;;3;balvanera;perón 3326;;;;100;;;;;;41;;Nación / Fuente 14
Bibliotecas;Leopoldo Lugones;Finalizada;Arquitectura;Ministerio de Cultura;indeterminado;;13;belgrano;la pampa 2215 pb;1905-07-09;1905-07-10;;100;;;;;;70;;Mixto / Nación / Préstamo BIRF 8706-AR
Bibliotecas;Evaristo Carriego;Finalizada;Arquitectura;Ministerio de Cultura;reparación integral “biblioteca evaristo carriego”;4486068.00;14;palermo;honduras 3784 pb;;1905-07-12;;100;;;;;;22;;Nación / Fuente 11
Museos;Escuela Taller de Casco Historico;Finalizada;Arquitectura;Ministerio de Cultura;adecuacion y puesta punto de la nueva cede de escuela taller de casco historico;4537439.00;1;balvanera;alsina, adolfo 963;;1905-07-13;;100;;;;;;19;;Nación / Fuente 14
Museos;Reparación general en la “Casa del Virrey Liniers”;Finalizada;Arquitectura;Ministerio de Cultura;adecuacion de baños para discapacitados y provision de aire acondicionado en nave central;2999260.00;1;san telmo;venezuela 496;;1905-07-12;;100;;;;;;66;;Nación / Fuente 11
Museos BA;Buenos Aires Museo;Finalizada;Arquitectura;Ministerio de Cultura;"puesta en valor de la sede elorriaga y sala querubines del buenos aires museo a través de la renovación de la muestra museográfica incorporando nueva tecnología. este proyecto consolida al buenos aires museo, integrante del plan de reposicionamiento del casco histórico, como un punto de referencia turístico y cultural, valorizando un sitio de gran relevancia histórica y simbólica para la ciudad de buenos aires. 
 la propuesta incluye una museografia totalmente renovada, cercana y técnologica, un centro de bienvenida al turista y un espacio gastronómico.";60000000.00;1;monserrat;defensa 187;1905-07-13;1905-07-13;7;100;SES S.A;2020;LPU;682-SIGAF-2020;30647727545;55;682-SIGAF-2020;Internacional
Museos BA;Buenos Aires Museo - Nuevo Museo del humor;En curso;Arquitectura;Ministerio de Cultura;"puesta en valor de la segunda parte del bam ( altos de elorriaga ). 
 la planta baja y planta alta del edificio del bam será la nueva sede del museo del humor, donde se concentrará en el humór gráfico; tema identitario de la historia de la ciudad de buenos aires. 
 la museografía seguirá los lineamientos del bam: teconología, accesible y cercana.";58800000.00;1;monserrat;alsina, adolfo y roca, julio a., presidente diagonal sur av., caba;1905-07-14;2024-08-31;7;0;;2022;LPU;10179-0125-LPU22;;18;EX-2022-20377022-   -GCABA-DGINYAR;GCBA
