tipo,nombre,etapa,area_responsable,descripcion,monto_contrato,barrio,comuna,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,cuit_contratista,licitacion_anio,contratacion_tipo,nro_contratacion,mano_obra,expediente-numero,financiamiento
Arquitectura,"CONSTRUCCION DE GALPON COMUNITARIO EN BAJO
  AUTOPISTA",Finalizada,Ministerio de Desarrollo Humano y Hábitat,"construccion de galpon comunitario en bajo
  autopista",99471755.95,retiro,1,vicuña 885,2022-06-21,2023-01-31,7,100.0,KIR,30702232046,2022,Licitación Pública,Licitación Pública N° 70/SIGAF/22 ,30,ex-2022-03108094-gcaba-dgopdu,indeterminado
Hidráulica e Infraestructura/ Espacio Público,Construcción e Instalación de Acueducto para Alimentación del Barrio,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"construcción e instalación de acueducto para alimentación del barrio 31, retiro, ciudad
  autónoma de buenos aires",118528756.62,retiro,1,calle 12 y ramón castillo,2018-11-06,2019-10-27,12,100.0,TECMA S.A.,30623866528,2018,Licitación Pública,"Licitación Pública Nacional Nº
118/SIGAF/18",30,ex-2018-06541710-dgopdu,indeterminado
Hidráulica e Infraestructura/ Espacio Público,Infraestructura de Media Tensión,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"infraestructura de media
  tensión en el marco de la integración social y urbana de la villa 31 en la ciudad de autónoma de buenos aires",97200910.05,retiro,1,sara beatriz fernández 38,2018-02-21,2019-10-31,20,100.0,SES S.A.,30647727545,2017,Licitación Pública,1412-SIGAF/2017,20,ex-2017- 21175472--dgopdu,indeterminado
Arquitectura,Readecuación de Galpón de reciclaje,Finalizada,Ministerio de Desarrollo Humano y Hábitat,readecuación de galpón de reciclaje en el barrio padre carlos mugica,16516477.04,retiro,1,carlos h. perette 707,2022-04-25,2022-10-15,6,100.0,Demoliciones Mitre,30657536551,2022,Licitación Pública,N° 10209- 0058-LPA21,20,ex-2021-39806227- -gcabaupeubpcm,indeterminado
Vivienda,"EJECUCIÓN, REHABILITACIÓN, MANTENIMIENTO E INTERVENCIÓN PUNTUAL EN VIVIENDAS",Finalizada,Ministerio de Desarrollo Humano y Hábitat,"ejecución, rehabilitación, mantenimiento e intervención puntual en viviendas del barrio 31, ciudad autónoma de buenos aires",1296814632.09,retiro,1,sara beatriz fernández 38,2022-12-16,2023-12-31,12,100.0,"VILLAREX S.A, 
  DEMOLICIONES MITRE S.R.L.
  BLUE STEEL S.A.","30712097996,30657536551,",2022,Licitación Pública,N° 10209-0087-LPU22,70,ex-2022-29164037-gcaba-upeubpcm,indeterminado
Hidráulica e Infraestructura/ Espacio Público,Adecuación de la Red de Agua Potable,Finalizada,Ministerio de Desarrollo Humano y Hábitat,adecuación de la red de agua potable en el barrio padre carlos múgica,273087050.17,retiro,1,sara beatriz fernández 38,2022-09-12,2023-11-10,14,100.0,"CIS S.R.L
  BENCEN S.A.
  DASA S.A.","30710393881,30712536809,30711014175",2022,Licitación Pública, N° 10209-0047-LPU22,30,ex-2022-20491127-gcaba-upeubpcm,indeterminado
Hidráulica e Infraestructura/ Espacio Público,Renovación de la Red de Alimentación de Baja Tensión,Finalizada,Ministerio de Desarrollo Humano y Hábitat,renovación de la red de alimentación de baja tensión en el macizo del barrio padre carlos mugica,1748669921.95,retiro,1,sara beatriz fernández 38,2022-09-12,2023-11-10,14,100.0,"DASA S.A
  BENCEN S.A.
  ROWING S.A.
  CIS S.R.L","30711014175,30712536809,30600725447,30710393881",2022,Licitación Pública,N° 465-SIGAF-2022,30,ex-2022-15323560-gcaba-dgopdu,indeterminado
Arquitectura,Puesta en valor Casa de la Cultura,Finalizada,Ministerio de Desarrollo Humano y Hábitat,puesta en valor casa de la cultura,13900122.14,retiro,1,flor de otoño 672/676,2022-09-21,2022-11-19,2,100.0,Blue Steel S.A.,30709422967,2022,Licitación Pública,10209-0028-LPA22,12,e.e. n° ex-2022-24059208-gcaba-upeubpcm,indeterminado
Arquitectura,DESTACAMENTO POLICIAL EN BAJO AUTOPISTA,Finalizada,Ministerio de Desarrollo Humano y Hábitat,destacamento policial en bajo autopista b31,91648638.4,retiro,1,islas galápagos y sara beatriz fernández,2022-08-17,2023-05-20,9,100.0,ALGIERI S.A.,30699339810,2022,Licitación Pública,10209-0042-LPU22,15,ex n° 19.215.781-gcaba-upeubpcm/22,indeterminado
Arquitectura,Patio gastronómico,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"patio gastronomico,",86153470.0,retiro,1,carlos h. perette y cerro de los 7 colores,2023-01-02,2023-04-30,4,100.0,BLUE STEEL S.A.,30709422967,2022,Licitación Pública,N° 10209-0124-LPU22,10,ex-2022-37178152-gcaba-dgmv,indeterminado
Hidráulica e Infraestructura/ Espacio Público,CONSTRUCCION POLO COMERCIAL,Finalizada,Ministerio de Desarrollo Humano y Hábitat,polo comercial,110848553.0,retiro,1,carlos h. perette y machu picchu,2023-02-20,2023-12-22,10,100.0,Algieri,30699339810,2022,Licitación Pública,N° 10209-0130-LPU22,20,ex-2022-38347517-gcaba-upeubpcm,indeterminado
Hidráulica e Infraestructura/ Espacio Público,EJECUCIÓN DE INFRAESTRUCTURA EN MANZANA 28 CON SUS ALREDEDORES,Finalizada,Ministerio de Desarrollo Humano y Hábitat,ejecución de infraestructura en manzana 28 con sus alrededores,216279136.74,retiro,1,"calles mapuche, chejolán y talampaya",2022-10-17,2023-10-13,12,100.0,ALTOTE S.A,30707431896,2022,Licitación Pública,N° 10209-0056-LPU22,18,ex-2022-22846855-gcaba-upeubpcm,indeterminado
Hidráulica e Infraestructura/ Espacio Público,Apertura de calle y ejecución de Infraestructura Manzana 30,Finalizada,Ministerio de Desarrollo Humano y Hábitat,apertura de calle y ejecución de infraestructura manzana 30,198331412.22,retiro,1,talampaya y huemul,2022-11-01,2023-12-30,12,100.0,Demoliciones Mitre SRL,30657536551,2022,Licitación Pública,N° 10209-0041-LPA22,10,ex2022-32823996-gcaba-upeubpcm,indeterminado
Vivienda,"READECUACIÓN DE TERRENO, DEMOLICIÓN, CONSTRUCCIÓN Y MEJORAMIENTO DE VIVIENDAS - SECTOR COMUNICACIONES",Finalizada,Ministerio de Desarrollo Humano y Hábitat,"readecuación de terreno,demolición,
  construcción y mejoramiento de viviendas - sector comunicaciones",141180206.82,retiro,1,talampaya y huemul,2022-12-15,2023-12-16,12,100.0,Demoliciones Mitre SRL,30657536551,2022,Licitación Pública,"N° 10209-0036-LPA22,",15,ex-2022-31849451-gcaba-upeubpcm,indeterminado
Hidráulica e Infraestructura/ Espacio Público,Generacion de Aperturas de Calles y Nueva Calle N°14,Finalizada,Ministerio de Desarrollo Humano y Hábitat,aperturas de calles y nueva calle n°14 - barrio 31 - carlos mugica,148537096.51,retiro,1,acceso desde el barrio saldías y calle salguero,2020-01-02,2023-04-30,12,100.0,UTE Bosquimano - Altote,30716685361,2022,Licitación Pública,504-SIGAF-2019,30,ex2022-47503946-gcaba-dgdim,indeterminado
,CONTRATACIÓN DEL SERVICIO DE DESAMIANTADO Y DISPOSIÓN FINAL,Finalizada,Secretarí­a de Transporte y Obras Públicas,indeterminado,1352230.0,parque patricios,4,pasco 2114,,,3,,CIH SOLUCIONES AMBIENTALES SRL,,,Licitación Pública,381-0852-LPU19,indeterminado,indeterminado,indeterminado
,CONTRATACIÓN DEL SERVICIO DE RETIRO DE TANQUE Y DISPOSIÓN FINAL,Finalizada,Secretarí­a de Transporte y Obras Públicas,indeterminado,1087509.0,parque patricios,4,pasco 2115,,,3,,RESTEC ARGENTINA SA,,,CONTRATACIÓN DIRECTA  CONTRATACIÓN MENOR,381-1718-CME19,indeterminado,indeterminado,indeterminado
Espacio Público,Parque Carrasco,Finalizada,Subsecretaría de Proyectos y Obras,"construcción de un nuevo espacio público en el sector 4 del distrito joven, denominado punta carrasco",948258339.4,palermo,14,"av. costanera rafael obligado, la desembocadura del arroyo ugarteche, la desembocadura del arroyo maldonado y las orillas del río de la plata",2023-03-14,2023-12-23,8,100.0,NAKU CONSTRUCCIONES S.R.L.-ALTOTE S.A.-PARQUE CARRASCO-UT,30717998681,2022,Licitación Pública,10179-0168-LPU22,indeterminado,ex-2022-41685758-gcaba-dgpar,indeterminado
Espacio Público,Castro Verde,Finalizada,Secretarí­a de Transporte y Obras Públicas,"realizacion de ampliacion de canteros en la calle castro, ampliacion de vereda y reduccion de estacionamientos.",179688986.84,boedo,5,castro entre av san juan y av independencia,2023-02-22,2023-08-22,6,100.0,Varsovia SA,30711399336,2022,Licitación Pública,10179-0126-LPU22,indeterminado,ex-2022-37027805-gcaba-dginurb,indeterminado
Arquitectura,Gran Panteon de Flores,En ejecución,Secretarí­a de Transporte y Obras Públicas,impermeabilizacion cubierta,371921853.0,flores,7,av. varela y balbasto,2022-08-01,2023-01-31,6,85.0,DEMOLICIONES MITRE,,2022,Licitación Pública,10179-0022-PLU22,indeterminado,indeterminado,indeterminado
Instalaciones,CRC Belgrano - CAD Inchausti,Finalizada,Subsecretaría de Proyectos y Obras,"puesta bajo norma instalaciones électricas, sanitarias, gas y termomecanicas del centro de regimen cerrado belgrano y del edificio cad inchausti",154264322.9,balvanera,3,av. belgrano 2670/tte. gral. juan domingo perón 2048,2023-03-01,2023-10-31,8,100.0,INSTALECTRO SA,33661628729,2022,Licitación Pública,10179-0129-LPU22,indeterminado,ex-2022-30212082-gcaba-dgccya,indeterminado
Instalaciones,Residencias Alfmafuerte - Juana Azurduy - Simon Rodriguez,Finalizada,Subsecretaría de Proyectos y Obras,"puesta bajo norma de las instalaciones de tres edificios dónde se alojan jovenes con libertad restringida, residencia ""almafuerte"" curapaligue 751 (450m2) en parque chacabuco, residencia ""juana azurduy"" zamudio 3051 (250m2) en agronomía, residencia ""simón rodriguez"" lavalleja 229 (150m2) en palermo.",33500779.68,p. chacabuco/agronomía/ palermo,0,curapaligue 751/ zamudio 3051/ lavalleja 229,2023-05-02,2023-09-02,4,100.0,INGENIERÍA Y ARQUITECTURA SA,30710454961,2022,Licitación Pública,10179-0148-LPU22,indeterminado,ex-2022-46431734-   -gcaba-dgccya,indeterminado
Arquitectura,Instituto Superior de Arte Teatro Colon,Rescisión,Subsecretaría de Proyectos y Obras,relocalizacion del instituto superior de arte del teatro colon refuncionalizando 3 niveles de los subsuelos de deposito bajo plaza vaticano. incorporacion de acceso en planta baja con nuevo nucleo de ascensores.,847844500.0,san nicolas,1,cerrito 628,2023-01-04,2024-04-30,13,,CUNUMI S.A.,30615748036,2022,Licitación Pública,10179-0137-LPU22,indeterminado,ex-2022-41460751-gcaba-dgccya / ex-2022-34416147-gcaba-dginyar,indeterminado
Arquitectura,Museo del Humor,En ejecución,Secretarí­a de Transporte y Obras Públicas,"puesta en valor, rehabilitacion y adecuacion tecnologica de la casa altos de elorriaga ii, para instalar el museo del humor",270459255.27,montserrat,1,alsina 417 / 419 / 421 / 423,2023-05-02,2023-12-02,7,0.0,SES SA,30647727545,2022,Licitación Pública,10179-0125-LPU22,indeterminado,ex-2022-26978091-gcaba-dgccya,indeterminado
Arquitectura,Palacio Ceci,En ejecución,Secretarí­a de Transporte y Obras Públicas,"la restauración de la envolvente exterior (fachadas y cubiertas), de sus recintos interiores y la adecuación tecnológica del conjunto.",564979488.52,devoto,11,av. lincoln 4305,2023-05-02,2024-05-02,12,100.0,HIT CONSTRUCCIONES,30709605158,2023,Licitación Pública,,indeterminado,ex-2022-46335965-gcaba-dginyar,indeterminado
Ingenieria,Relocalización cañerías impulsión L1 y L2 de AySA en Gigena,En ejecución,Secretarí­a de Transporte y Obras Públicas,corrimiento de dos lineas de agua potable de dn 1100 mm,21000000.0,palermo,14,freyre entre dorrego e infanta isabel,2023-01-16,2023-04-16,3,,C&E,,2022,Licitación Pública,,indeterminado,indeterminado,indeterminado
Arquitectura,Edificio PI,Finalizada,Subsecretaría de Proyectos y Obras,coworking y laboratorio,1209911670.0,nuñez,13,calle campos salles y frente a la plaza del museo  ii,2023-01-23,2023-11-30,10,100.0,CRIBA S.A.,30505454436,2022,Licitación Pública,10179-0115-LPU22,indeterminado,ex-2022-36084289-   -gcaba-dgccya,indeterminado
Espacio Público,Parque de la Innovación - Licitacion N3,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el parque de la innovación será un polo cientí­fico-tecnológico abierto a estudiantes, cientí­ficos y académicos que busca reflejar una polí­tica integral basada en la innovación. estará ubicado en tierras propiedad de la ciudad, actualmente utilizadas por el tiro federal en el barrio de núñez.",586728156.96,nuñez,13,"udaondo, guillermo av. 1101",2022-03-02,2023-03-03,12,100.0,SALVATORI PARQUES Y JARDINES S.A.,30512700124,2021,Licitación Pública,10179-0040-LPU21,indeterminado,indeterminado,indeterminado
Espacio Público,Parque de la Innovación - Licitacion N4,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el parque de la innovación será un polo cientí­fico-tecnológico abierto a estudiantes, cientí­ficos y académicos que busca reflejar una polí­tica integral basada en la innovación. estará ubicado en tierras propiedad de la ciudad, actualmente utilizadas por el tiro federal en el barrio de núñez.",681754228.78,nuñez,13,"udaondo, guillermo av. 1101",2022-03-02,2023-03-03,12,100.0,SALVATORI PARQUES Y JARDINES S.A.,30512700124,2021,Licitación Pública,10179-0039-LPU21,indeterminado,indeterminado,indeterminado
Espacio Público,Parque de la Innovación- Licitacion N2,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el parque de la innovación será un polo cientí­fico-tecnológico abierto a estudiantes, cientí­ficos y académicos que busca reflejar una polí­tica integral basada en la innovación. estará ubicado en tierras propiedad de la ciudad, actualmente utilizadas por el tiro federal en el barrio de núñez.",510718500.0,nuñez,13,"udaondo, guillermo av. 1101",2021-03-03,2023-02-03,13,100.0,PELCO S.A.,30606063128,2020,Licitación Pública,799/SIGAF-2020,indeterminado,indeterminado,indeterminado
Arquitectura,Pista de Ciclismo,Finalizada,Secretarí­a de Transporte y Obras Públicas,"puesta en valor del perimetro del parque sarmiento, construccion de pista de ciclismo en las calles perimetrales del parque y construccion de pista de runners en la vereda existente con una cinta asfaltica continua",374373259.0,saavedra,12,av dr ricardo balbin 4750,2023-02-01,2023-07-31,6,100.0,PREDIAL CONSTRUCTORA S.A,,2023,Licitación Pública,,indeterminado,indeterminado,indeterminado
Arquitectura,Reservorio,En licitación,Secretarí­a de Transporte y Obras Públicas,indeterminado,0.0,saavedra,12,av dr ricardo balbin 4750,A/D,A/D,6,0.0,En licitación,,2023,Licitación Pública,En licitación,indeterminado,indeterminado,indeterminado
Arquitectura,Vestuarios Club Nueva Chicago,En ejecución,Secretarí­a de Transporte y Obras Públicas,vestuarios para cancha de hockey,101276779.08,mataderos,9,av. lisandro de la torre 2288,2022-06-13,2022-11-13,5,0.0,MONGE CONSTRUCCIONES,,2023,Licitación Pública,10179-0001-LPU23,indeterminado,indeterminado,indeterminado
Instalaciones,Registro Civil Etapa 1 Instalaciones,En licitación,Secretarí­a de Transporte y Obras Públicas,actualización y puesta bajo norma de las instalaciones del registro civil de uruguay av. 749,144288156.45,san nicolas,1,uruguay 749/753/757,2023-08-14,2024-04-14,8,0.0,En licitación,,2023,Licitación Pública,10179-0019-LPU23,indeterminado,indeterminado,indeterminado
Arquitectura,Base de Agentes Rio IV Incendio,En ejecución,Secretarí­a de Transporte y Obras Públicas,red de incendio,20228000.0,barracas,4,herrera y rio cuarto,2022-12-15,2023-07-30,4,90.0,INDUSTRIAS MÁS,30707041990,2022,Licitación Pública,7323-1092-LPU22,indeterminado,indeterminado,indeterminado
Arquitectura,Base de Agentes Rio IV Modulos Oficinas,En ejecución,Secretarí­a de Transporte y Obras Públicas,provisión y montaje modulos de oficinas y sanitarios,15708958.34,barracas,4,herrera y rio cuarto,2023-01-23,2023-07-30,3,99.0,ECOSAN SA,30707696849,2022,Licitación Pública,7323-1677-LPU22,indeterminado,indeterminado,indeterminado
,"CUERPOS A, B Y C REMODELACION INTEGRAL DESDE CUARTO SUBSUELO HASTA EL DECIMO PISOINTERVENCION: REMODELACION INTEGRAL DE LAS OFICINAS DEL CUARTO AL DECIMO, CUERPO A",Finalizada,Secretarí­a de Transporte y Obras Públicas,indeterminado,69894030.0,san nicolás,1,av corrientes 1530,2017-03-27,2017-09-23,6,100.0,RIVA SA,,2005,Licitación Pública,954/2005,indeterminado,ee-2016-25227570-dgigub,indeterminado
Transporte,MTB Alberdi Directorio Entorno,Finalizada,Secretarí­a de Transporte y Obras Públicas,ejecutar un nuevo metrobus en la ciudad desde av.nazca hasta av.briux,159799978.0,"flores, floresta",0,av.nazca y av.alberdi,2022-12-01,2023-06-30,7,100.0,Ricavial SA,30680314337,2022,Licitación Pública,2022-01-0009,indeterminado,indeterminado,indeterminado
Transporte,MTB Alberdi Directorio Paradores,Finalizada,Secretarí­a de Transporte y Obras Públicas,ejecutar un nuevo metrobus en la ciudad desde av.nazca hasta av.briux,930843052.0,"flores, floresta",0,av.nazca y av.alberdi,2023-02-01,2023-08-30,6,75.0,VIALMANI S.A.,30574066537,2022,Licitación Pública,2022-01-0016,indeterminado,indeterminado,indeterminado
Espacio Público,Skatepark Villa Luro,Finalizada,Secretarí­a de Transporte y Obras Públicas,puesta en valor del bajo autopista perito moreno,488172569.0,villa luro,10,av.rivadavia 9350,2023-04-01,2023-08-30,5,75.0,ANTARES OBRAS Y SERVICIOS S.A.,30588121166,2022,Licitación Pública,2022-01-0015,indeterminado,indeterminado,indeterminado
Salud,Guardia,Finalizada,Ministerio de Salud,separación funcional que independiza la guardia de adultos de la pediátrica con salas de esperas diferenciadas.,60124000.0,parque patricios,4,uspallata 2272,2023-03-15,2023-09-28,6,100.0,Indaltec S.A.,30650988600,2022,Adicional de Mantenimiento,2023-2162-MSGC,indeterminado,indeterminado,indeterminado
Salud,Internacion de Salud Mental 10 camas,Finalizada,Ministerio de Salud,remodelación de un sector del pabellón el arca para el funcionamiento de una unidad de internacion de salud mental.,35352127.72,recoleta,2,av. las heras 2670,2022-12-01,2023-04-01,5,100.0,,,2021,Licitación Pública,,indeterminado,indeterminado,indeterminado
Salud,Internacion de Salud Mental 10 camas,Finalizada,Ministerio de Salud,la obra consistio en la readecuación de un sector en pb para la incorporación de una internacion de salud mental.,22869000.0,villa ortuzar,15,combatientes de malvinas 3002,2023-06-05,2024-01-10,8,100.0,SES S.A.,30647727545,2022,Licitación Pública,RS-2023-19080645- -SSASS,indeterminado,indeterminado,indeterminado
Salud,Internacion de Salud Mental 10 camas,Finalizada,Ministerio de Salud,readecuación del sector ubicado en el ala norte del cuarto piso del pabellón romano para la incorporación de un área de salas de internación para pacientes de sexo femenino.,24298000.0,caballito,6,diaz velez 5044,2023-03-01,2023-09-13,8,100.0,KION S.A.I.C.,33522512279,2022,Licitación Pública,RESOL-2023-151-GCABA-SSASS,indeterminado,indeterminado,indeterminado
Salud,Consulta Externa,En ejecución,Ministerio de Salud,nuevo edificio para consultorios externos.,400000000.0,parque patricios,4,uspallata 2272,2023-07-03,2024-09-24,18,30.0,DYSCON S.A.,30709502480,2022,Licitación Pública,RESOL-2023-308-GCABA-SSASS,indeterminado,indeterminado,indeterminado
Salud,Toxicologia,Finalizada,Ministerio de Salud,reacondicionamiento y remodelación del ala del 2° piso para disponer de un nuevo servicio de toxicología con la dotación de 10 camas para internados.,81400000.0,palermo,14,cerviño av. 3356,2023-04-24,2023-10-20,7,100.0,CUNUMI S.A.,30615748036,2022,Licitación Pública,RESOL-2023-158-GCABA-SSASS,indeterminado,indeterminado,indeterminado
Salud,CENTRO REGIONAL HEMOTERAPIA,En ejecución,Ministerio de Salud,nuevo centro regional de hemoterapia,1745161300.0,villa ortuzar,18,combatientes de malvinas 3002,2023-07-17,2025-01-30,18,19.11,CUNUMI S.A.,30615748036,2022,Licitación Pública,RESOL-2023-342-GCABA-SSASS,indeterminado,indeterminado,indeterminado
Salud,COMPLEMENTARIAS,Finalizada,Ministerio de Salud,nueva cocina central + ampliacion de servicios como morgue y apoyo medico,482248465.9,villa lugano,8,av. fernandez de la cruz 4402,2023-06-15,2024-03-10,9,100.0,TALA CONSTRUCCIONES S.A.,30708267984,2022,Licitación Pública,RESOL-2023-285-GCABA-SSASS,indeterminado,indeterminado,indeterminado
Salud,Quirofanos: AA - Etapa 1,Finalizada,Ministerio de Salud,provisión e instalación de un sistema de tratamiento de aire acondicionado con condiciones especiales de filtrado y desinfección mediante radiación uvc para el quirófano n° 1,10863094.25,parque patricios,4,uspallata 2272,2021-07-01,2022-01-01,6,100.0,CONTROLCLIM,30708689412,2021,2095,401-7522-OC21,indeterminado,indeterminado,indeterminado
Salud,Consultorios Externos AA PB,Finalizada,Ministerio de Salud,aire acondicionado pabellón 1 pb.,32800000.0,villa ortuzar,15,combatientes de malvinas 3002,2021-09-02,2022-01-30,8,100.0,CONTROLCLIM,30708689412,2021,2095,401-10189-OC21,indeterminado,indeterminado,indeterminado
Salud,UTI,Finalizada,Ministerio de Salud,nueva unidad de terapia intensiva.,89770000.0,recoleta,2,gallo 1330,2021-03-15,2022-03-15,15,100.0,MEJORES HOSP. S.A,30647354072,2021,Donación,DI-2022-49-GCABA-DGADCYP,indeterminado,indeterminado,indeterminado
Salud,Tomografo + Obra Civil,Finalizada,Ministerio de Salud,refuncionalización de un sector en pb para la incorporación del servicio de tomografia.,12000000.0,villa devoto,11,nueva york 3952,2021-09-21,2021-12-20,4,100.0,SD CONSTRUCTORA,30712935800,2021,Decreto N° 433/16,2021-1144-GCABA-SSASS,indeterminado,indeterminado,indeterminado
Espacio Público,Servicio de Mantenimiento Mensual en las manzanas 123 A-B-C-D-E-F-G-I-L-M,Finalizada,Corporación Buenos Aires Sur,"el servicio consiste en  el mantenimiento mensual del predio de  4,82 hectáreas con el desmalezado y corte de césped, limpieza, retiro de ramas, troncos, restos de obra, mantenimiento y reparación de cercos perimetrales.",4197570.0,villa soldati,8,"fernandez de la cruz av.,escalada av. y presidente roca av.",2022-12-01,2023-12-01,12,100.0,Destino Verde S.R.L.,30714700304,2022,Licitación Privada,01-CBAS-2022,indeterminado,indeterminado,indeterminado
Espacio Público,Construcción de Canil - Barrio Olímpico - Comuna 8,Finalizada,Corporación Buenos Aires Sur,"tareas de movimiento de suelos, hormigón armado, tendido de red de agua potable, desagües pluviales e instalación eléctrica para la construcción de espacio público para mascotas de 476 m2 y cuenta con juegos caninos y bebederos.",14835564.0,villa lugano,8,calles 23 de junio y alberto demiddi,2022-12-28,2023-03-28,3,100.0,LA SOLIDARIDAD LTDA,30709618195,2022,Contratación Directa,13-CBAS-2022,indeterminado,indeterminado,indeterminado
Espacio Público,Accesos terrestres y viales entre PBA y CABA: 1-  Cruce Corrales; 2- Puente Olímpico   3- Cruce Av. Fernandez De La Cruz; 4- Puente Victorino De La Plaza; 5.- Puente Alsina ; 6- Cruce Av. Roca; 7- Puente Nicolas Avellaneda,Finalizada,Corporación Buenos Aires Sur,"las tareas necesarias en cada una de las distintas intervenciones para cumplir con el fin de cada obra: 1.- demarcación cruces peatonales: línea de detención , senda peatonal, carriles indicadores; 2.- demarcación horizontal de pintura amarillo vial en cordones graníticos  y pintura de mural  intervención artística cuyo tema deberá ser alegórico al barrio, a sus usos y/o costumbres; 3.-hidrolavado de superficies, solados y cantero central que sea posteriormente intervenido con una propuesta artística y pintura acrílico de vigas y muros laterales  de bajo autopista finalizando con  demarcación cruces peatonales y pintura amarillo vial en cordones, hormigón y veredas, rampas, equipamiento y parquización; 4.- hidrolavado de  solados y cordones, demarcación vial con pintura termoplastica, pintura amarillo vial en cordones, pintura de barandas existentes lateral camino de sirga y sobre puente, hormigón y veredas, cordones de hormigón armado y iluminación; 5.- hidrolavado y pintura de solados, cordones y cantero central, demarcación y pintura de bicisenda, demarcación cruces peatonales, hormigón y veredas, equipamiento, iluminación y parquización; 6.- hidrolavado y pintura de vigas, muros bajo autopista, solados y cordones,  hormigón y veredas, equipamiento; 7,-",92066844.0,"mataderos, villa riachuelo, barracas, nueva pompeya, villa lugano y la boca",0,av. de los corrales y colectora gral. paz del lado caba; av. 27 de febrero y el bajo puente olímpico del lado caba; av. gral. f.f. de la cruz y colectora gral. paz del lado caba;  av. gral. f.f. de la cruz y colectora gral. paz del lado caba;  av.velez sarfield y riachuelo - camino de sirga; av.saenz y av. amancio alcorta; av. roca y colectoras gral paz y bajo puente y av. almirante brown y calle pinzón,2023-02-03,2023-10-01,6,100.0,Canarias Construcciones SA,30715435795,2022,Licitación Pública,04-CBAS-2022,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,Conexiones Cloacales  Manzana 5  Calle Juan Pablo II entre Ana M. Janer y Plumerillo  Barrio Los Piletones,Finalizada,Corporación Buenos Aires Sur,trabajos de conexiones cloacales a la red cloacal,1812884.0,villa soldati,8,juan pablo ii entre ana m. janer y plumerillo,2022-09-26,2022-09-30,6,100.0,Jorge Canelles Ltda,30708832959,2022,Obra de emergencia,120-GCABA-CBAS-2022,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,Reparación de Estación de Bombeo EB1 - Complejo Habitacional Los Piletones,Finalizada,Corporación Buenos Aires Sur,"por la vandalización en la estación de bombeo (eb1) ubicada en el complejo habitacional los piletones. la ejecución de las tareas por emergencia abarca:  en una de las dos bombas para desagote cloacal y el tablero eléctrico; el faltante de la otra bomba para desagote cloacal, los cables de alimentación y potencia, las tapas de los pozos  que fueron recuperadas  y las tapas de los conductos de cableado ubicados en el piso.",4338056.0,villa soldati,8,av. lacarra 2800,2022-11-14,2022-11-25,6,100.0,Jorge Canelles Ltda,30708832959,2023,Obra de emergencia,,indeterminado,indeterminado,indeterminado
Arquitectura,"Refacción de Baños Nº 03  04  05,  Parque de la Ciudad ",Finalizada,Corporación Buenos Aires Sur,"la refacción de cada baño corresponde al fin del buen funcionamiento y puesta en valor: reparaciones de filtraciones de techos, revoques interiores y exeriores, cambio de cielorrasos y mesadas, perdidas en inst. sanitaria, iluminación y pintura",12439749.0,villa soldati,8,au. lacarra - av. francisco fernández de la cruz  av. coronel roca y calle 23 de junio,2022-08-04,2023-01-04,5,100.0,AUTOMAT ARGENTINA SA,30574875796,2022,Contratación Directa, 02-CBAS-2022,indeterminado,indeterminado,indeterminado
Arquitectura,Instalación Interna de Gas - 84 viviendas - Torres 1-2-7 y 8  Sector I - Complejo Habitacional 180 viviendas,Paralizada,Corporación Buenos Aires Sur,"la instalación interna de gas natural de los edificios 1; 2; 7 y 8 desde los gabinetes de medición hasta las unidades funcionales de dichos edificios. desmonte de toda instalación de gas obsoleta, de artefactos y ventilaciones; tendido de la nueva instalación de gas natural, provisión e instalación de artefactos (calefón, cocina, calefactor) y terminaciones en general.",57207326.0,villa soldati,8,"fernandez de la cruz, f., gral. av. y lacarra av.",2022-12-19,2023-10-27,6,,DE MANTENIMIENTO Y CONSTRUCCION SAN ROQUE LTDA.,30710872496,2022,Contratación Directa,10-CBAS-2022,indeterminado,indeterminado,indeterminado
Arquitectura,Instalación Interna de Gas - 48 viviendas - Torres 3 y 4  Sector 2 - Complejo Habitacional 180 viviendas,Paralizada,Corporación Buenos Aires Sur,"la instalación interna de gas natural de los edificios 3 y 4 desde los gabinetes de medición hasta las unidades funcionales de dichos edificios. desmonte de toda instalación de gas obsoleta, de artefactos y ventilaciones; tendido de la nueva instalación de gas natural, provisión e instalación de artefactos (calefón, cocina, calefactor) y terminaciones en general.",32643316.0,villa soldati,8,"fernandez de la cruz, f., gral. av. y lacarra av.",2022-12-19,2023-09-26,9,,DE MANTENIMIENTO Y CONSTRUCCION SAN ROQUE LTDA.,30710872496,2022,Contratación Directa,11-CBAS-2022,indeterminado,indeterminado,indeterminado
